alarm_source,name,occurred_on_nt,severity,ne_type
10050,Inter-System Cabinet Configuration Conflict,2020-06-26,minor,BTS5900 5G
10050,Inter-System RF Unit Parameter Settings Conflict,2020-06-26,minor,BTS5900 5G
10050,Inter-System Board Installation and Configuration Mismatch,2020-06-26,minor,BTS5900 5G
10050,RAT Conflict between separate-MPT Boards,2020-06-26,minor,BTS5900 5G
10050,Inter-BBU Port Failure,2020-06-26,minor,BTS5900 5G
10050,Remote Maintenance Link Failure,2020-06-26,minor,BTS5900 5G
10050,RF Unit Maintenance Link Failure,2020-06-26,minor,BTS5900 5G
10050,Subrack Type and Configuration Mismatch,2020-06-26,minor,BTS5900 5G
10050,BBU DC Output Out of Range,2020-06-26,minor,BTS5900 5G
10050,Board Not In Position,2020-06-26,minor,BTS5900 5G
10050,Monitoring Device Maintenance Link Failure,2020-06-26,minor,BTS5900 5G
10050,Subrack Type and Configuration Mismatch,2020-06-27,minor,BTS5900 5G
10050,Inter-System Cabinet Configuration Conflict,2020-06-27,minor,BTS5900 5G
10050,RAT Conflict between separate-MPT Boards,2020-06-27,minor,BTS5900 5G
10050,Inter-System RF Unit Parameter Settings Conflict,2020-06-27,minor,BTS5900 5G
10050,Inter-System Board Installation and Configuration Mismatch,2020-06-27,minor,BTS5900 5G
10050,Remote Maintenance Link Failure,2020-06-27,minor,BTS5900 5G
10050,Board Not In Position,2020-06-27,minor,BTS5900 5G
10050,RF Unit Maintenance Link Failure,2020-06-27,minor,BTS5900 5G
10050,Monitoring Device Maintenance Link Failure,2020-06-27,minor,BTS5900 5G
10050,Remote Maintenance Link Failure,2020-06-30,minor,BTS5900 5G
10050,Inter-System Board Installation and Configuration Mismatch,2020-06-30,minor,BTS5900 5G
10050,Inter-System RF Unit Parameter Settings Conflict,2020-06-30,minor,BTS5900 5G
10050,RAT Conflict between separate-MPT Boards,2020-06-30,minor,BTS5900 5G
10050,Board Not In Position,2020-06-30,minor,BTS5900 5G
10050,Monitoring Device Maintenance Link Failure,2020-06-30,minor,BTS5900 5G
10050,Subrack Type and Configuration Mismatch,2020-06-30,minor,BTS5900 5G
10050,Inter-System Cabinet Configuration Conflict,2020-06-30,minor,BTS5900 5G
10050,RF Unit Maintenance Link Failure,2020-06-30,minor,BTS5900 5G
10050,IKE Negotiation Failure,2021-02-17,minor,BTS5900 5G
10050,Inter-System Communication Failure,2021-02-17,critical,BTS5900 5G
10590,NR DU Cell Blocked,2020-01-07,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-01-07,minor,BTS5900 5G
10590,RF Unit VSWR Threshold Crossed,2020-06-05,minor,BTS5900 5G
10590,NR DU Cell Blocked,2020-06-08,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-06-08,minor,BTS5900 5G
10590,RF Unit VSWR Threshold Crossed,2020-06-08,minor,BTS5900 5G
10590,RF Unit Maintenance Link Failure,2020-06-08,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-06-08,minor,BTS5900 5G
10590,RF Unit DC Input Power Failure,2020-06-08,minor,BTS5900 5G
10590,GPS Antenna Fault,2020-06-09,minor,BTS5900 5G
10590,RF Unit VSWR Threshold Crossed,2020-06-09,minor,BTS5900 5G
10590,RF Unit VSWR Threshold Crossed,2020-06-09,minor,BTS5900 5G
10590,NR DU Cell Blocked,2020-06-09,minor,BTS5900 5G
10590,RF Unit DC Input Power Failure,2020-06-09,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-06-09,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-06-09,minor,BTS5900 5G
10590,RF Unit Maintenance Link Failure,2020-06-09,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-06-10,minor,BTS5900 5G
10590,RF Unit VSWR Threshold Crossed,2020-06-10,minor,BTS5900 5G
10590,NR DU Cell Blocked,2020-06-10,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-06-10,minor,BTS5900 5G
10590,RF Unit Maintenance Link Failure,2020-06-10,minor,BTS5900 5G
10590,RF Unit DC Input Power Failure,2020-06-10,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-06-11,minor,BTS5900 5G
10590,NR DU Cell Blocked,2020-06-11,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-06-11,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-06-25,minor,BTS5900 5G
10590,NR DU Cell Blocked,2020-06-25,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-06-25,minor,BTS5900 5G
10590,RF Unit DC Input Power Failure,2020-06-25,minor,BTS5900 5G
10590,RF Unit Maintenance Link Failure,2020-06-25,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-06-26,minor,BTS5900 5G
10590,RF Unit Maintenance Link Failure,2020-06-26,minor,BTS5900 5G
10590,RF Unit DC Input Power Failure,2020-06-26,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-06-26,minor,BTS5900 5G
10590,NR DU Cell Blocked,2020-06-26,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-06-29,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-06-29,minor,BTS5900 5G
10590,NR DU Cell Blocked,2020-06-29,minor,BTS5900 5G
10590,NR DU Cell Blocked,2020-06-30,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-06-30,minor,BTS5900 5G
10590,RF Unit DC Input Power Failure,2020-06-30,minor,BTS5900 5G
10590,RF Unit Maintenance Link Failure,2020-06-30,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-06-30,minor,BTS5900 5G
10590,RF Unit DC Input Power Failure,2020-07-01,minor,BTS5900 5G
10590,RF Unit Maintenance Link Failure,2020-07-01,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-07-02,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-07-02,minor,BTS5900 5G
10590,NR DU Cell Blocked,2020-07-02,minor,BTS5900 5G
10590,NR Cell Unavailable,2020-07-29,minor,BTS5900 5G
10590,RF Unit Maintenance Link Failure,2020-07-29,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-07-29,minor,BTS5900 5G
10590,RF Unit DC Input Power Failure,2020-07-29,minor,BTS5900 5G
10590,NR DU Cell TRP Unavailable,2020-07-29,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-07-31,minor,BTS5900 5G
10590,IKE Negotiation Failure,2020-08-04,minor,BTS5900 5G
10590,gNodeB Out of Service,2020-09-02,minor,BTS5900 5G
10591,NR DU Cell Blocked,2021-01-11,minor,BTS5900 5G
10593,NR DU Cell Blocked,2021-02-07,minor,BTS5900 5G
10593,IKE Negotiation Failure,2021-02-22,minor,BTS5900 5G
10593,User Plane Fault,2021-02-22,minor,BTS5900 5G
10593,Remote Maintenance Link Failure,2021-02-22,minor,BTS5900 5G
10593,User Plane Fault,2021-02-22,minor,BTS5900 5G
10593,BBU Topology and Configuration Mismatch,2021-02-22,minor,BTS5900 5G
10593,Inter-System Communication Failure,2021-02-22,critical,BTS5900 5G
10594,Remote Maintenance Link Failure,2019-11-30,minor,BTS5900 5G
10594,IKE Negotiation Failure,2019-11-30,minor,BTS5900 5G
10594,Transmission Optical Interface Error,2019-11-30,minor,BTS5900 5G
10594,NR DU Cell Blocked,2019-11-30,minor,BTS5900 5G
10594,BBU CPRI Interface Error,2019-11-30,minor,BTS5900 5G
10594,NR DU Cell TRP Unavailable,2019-11-30,minor,BTS5900 5G
10594,GPS Antenna Fault,2019-11-30,minor,BTS5900 5G
10594,gNodeB Out of Service,2019-11-30,minor,BTS5900 5G
10594,RF Unit Maintenance Link Failure,2019-11-30,minor,BTS5900 5G
10594,IKE Negotiation Failure,2019-12-17,minor,BTS5900 5G
10594,Inter-System Communication Failure,2019-12-17,critical,BTS5900 5G
10594,NR DU Cell Blocked,2020-12-14,minor,BTS5900 5G
10594,NR DU Cell Blocked,2021-01-21,minor,BTS5900 5G
10595,NR DU Cell TRP Unavailable,2019-11-29,minor,BTS5900 5G
10595,NR Cell Unavailable,2019-11-29,minor,BTS5900 5G
10595,BBU CPRI Interface Error,2019-11-30,minor,BTS5900 5G
10595,gNodeB Out of Service,2019-11-30,minor,BTS5900 5G
10595,NR DU Cell TRP Unavailable,2019-11-30,minor,BTS5900 5G
10595,RF Unit DC Input Power Failure,2019-11-30,minor,BTS5900 5G
10595,RF Unit Maintenance Link Failure,2019-11-30,minor,BTS5900 5G
10595,RF Unit DC Input Power Failure,2019-12-19,minor,BTS5900 5G
10595,gNodeB Out of Service,2019-12-19,minor,BTS5900 5G
10595,NR DU Cell TRP Unavailable,2019-12-19,minor,BTS5900 5G
10595,NR Cell Unavailable,2019-12-19,minor,BTS5900 5G
10595,RF Unit Maintenance Link Failure,2019-12-19,minor,BTS5900 5G
10595,NR Cell Unavailable,2021-02-01,minor,BTS5900 5G
10595,RF Unit Maintenance Link Failure,2021-02-01,minor,BTS5900 5G
10595,NR DU Cell TRP Unavailable,2021-02-01,minor,BTS5900 5G
10595,BBU Board Maintenance Link Failure,2021-02-01,minor,BTS5900 5G
10595,gNodeB Out of Service,2021-02-01,minor,BTS5900 5G
10595,IKE Negotiation Failure,2021-02-12,minor,BTS5900 5G
10595,User Plane Fault,2021-02-22,minor,BTS5900 5G
10595,User Plane Fault,2021-02-22,minor,BTS5900 5G
10595,Remote Maintenance Link Failure,2021-02-22,minor,BTS5900 5G
10595,IKE Negotiation Failure,2021-02-22,minor,BTS5900 5G
10595,IKE Negotiation Failure,2021-02-23,minor,BTS5900 5G
10598,Remote Maintenance Link Failure,2019-12-19,minor,BTS5900 5G
10598,BBU CPRI Optical Module or Electrical Port Not Ready,2019-12-19,minor,BTS5900 5G
10598,RF Unit Maintenance Link Failure,2019-12-19,minor,BTS5900 5G
10598,Inter-BBU Port Failure,2019-12-19,minor,BTS5900 5G
10598,Inter-BBU Port Failure,2019-12-20,minor,BTS5900 5G
10598,Inter-System Board Installation and Configuration Mismatch,2019-12-20,minor,BTS5900 5G
10598,Monitoring Device Maintenance Link Failure,2019-12-20,minor,BTS5900 5G
10598,Board in Wrong Slot,2019-12-20,minor,BTS5900 5G
10598,BBU CPRI Optical Module or Electrical Port Not Ready,2019-12-20,minor,BTS5900 5G
10598,Remote Maintenance Link Failure,2019-12-20,minor,BTS5900 5G
10598,Inter-System RRU Chain Parameter Settings Conflict,2019-12-20,minor,BTS5900 5G
10598,Inter-System Cabinet Configuration Conflict,2019-12-20,minor,BTS5900 5G
10598,Inter-System RF Unit Parameter Settings Conflict,2019-12-20,minor,BTS5900 5G
10598,Inter-System Board Installation and Configuration Mismatch,2019-12-20,minor,BTS5900 5G
10598,NR DU Cell TRP Unavailable,2019-12-20,minor,BTS5900 5G
10598,Board Software Auto-Supply Failure,2019-12-20,minor,BTS5900 5G
10598,RF Unit Maintenance Link Failure,2019-12-20,minor,BTS5900 5G
10598,gNodeB Out of Service,2019-12-20,minor,BTS5900 5G
10598,NR DU Cell Blocked,2019-12-20,minor,BTS5900 5G
10598,IKE Negotiation Failure,2019-12-30,minor,BTS5900 5G
10598,gNodeB Out of Service,2019-12-30,minor,BTS5900 5G
10598,RF Unit TX Channel Gain Out of Range,2020-01-05,minor,BTS5900 5G
10598,NR DU Cell TRP Unavailable,2020-01-07,minor,BTS5900 5G
10598,NR Cell Unavailable,2020-01-07,minor,BTS5900 5G
10598,NR DU Cell Blocked,2021-03-01,minor,BTS5900 5G
10598,IKE Negotiation Failure,2021-04-24,minor,BTS5900 5G
10598,gNodeB Out of Service,2021-04-24,minor,BTS5900 5G
10598,NR DU Cell TRP Unavailable,2021-04-24,minor,BTS5900 5G
10598,NR Cell Unavailable,2021-04-24,minor,BTS5900 5G
10598,gNodeB Out of Service,2021-04-25,minor,BTS5900 5G
10604,IKE Negotiation Failure,2020-10-27,minor,BTS5900 5G
10604,NR DU Cell Blocked,2021-03-01,minor,BTS5900 5G
10604,Inter-BBU Port Failure,2021-03-05,minor,BTS5900 5G
10604,gNodeB Out of Service,2021-03-05,minor,BTS5900 5G
10604,IKE Negotiation Failure,2021-03-05,minor,BTS5900 5G
10604,NR DU Cell Blocked,2021-03-05,minor,BTS5900 5G
10604,Inter-System Communication Failure,2021-03-05,critical,BTS5900 5G
10608,NR DU Cell Blocked,2020-06-26,minor,BTS5900 5G
10608,Inter-BBU Port Failure,2020-06-26,minor,BTS5900 5G
10608,IKE Negotiation Failure,2020-07-31,minor,BTS5900 5G
10608,gNodeB Out of Service,2020-07-31,minor,BTS5900 5G
10608,NR DU Cell Blocked,2021-04-25,minor,BTS5900 5G
10608,NR DU Cell Blocked,2021-04-26,minor,BTS5900 5G
10610,GPS Antenna Fault,2020-05-26,minor,BTS5900 5G
10610,gNodeB Out of Service,2020-05-27,minor,BTS5900 5G
10610,RF Unit DC Input Power Failure,2020-05-27,minor,BTS5900 5G
10610,RF Unit Maintenance Link Failure,2020-05-27,minor,BTS5900 5G
10615,NR DU Cell Blocked,2019-12-16,minor,BTS5900 5G
10615,RF Unit Maintenance Link Failure,2019-12-17,minor,BTS5900 5G
10615,NR DU Cell Blocked,2019-12-17,minor,BTS5900 5G
10615,RF Unit DC Input Power Failure,2019-12-17,minor,BTS5900 5G
10615,NR DU Cell Blocked,2019-12-18,minor,BTS5900 5G
10615,RF Unit DC Input Power Failure,2019-12-18,minor,BTS5900 5G
10615,RF Unit Maintenance Link Failure,2019-12-18,minor,BTS5900 5G
10615,Inter-System Communication Failure,2019-12-18,critical,BTS5900 5G
10615,NR DU Cell Blocked,2019-12-19,minor,BTS5900 5G
10615,Inter-System Communication Failure,2019-12-19,critical,BTS5900 5G
10615,BBU CPRI Interface Error,2020-10-27,minor,BTS5900 5G
10615,RF Unit Maintenance Link Failure,2020-10-27,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-13,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-13,minor,BTS5900 5G
10615,User Plane Fault,2020-12-14,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-14,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-15,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-16,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-17,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-17,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-18,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-18,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-19,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-20,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-21,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-22,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-23,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-25,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-26,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-27,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-28,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-29,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-30,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2020-12-31,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-01,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-02,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-03,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-04,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-05,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-06,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-06,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-07,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-08,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-09,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-10,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-11,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-12,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-13,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-14,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-16,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-17,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-18,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-19,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-21,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-22,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-23,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-25,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-26,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-27,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-28,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-29,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-01-31,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-02,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-03,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-04,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-05,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-06,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-07,minor,BTS5900 5G
10615,User Plane Fault,2021-02-08,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-08,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-09,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-10,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-11,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-12,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-13,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-14,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-15,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-15,minor,BTS5900 5G
10615,User Plane Fault,2021-02-16,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-16,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-16,minor,BTS5900 5G
10615,User Plane Fault,2021-02-17,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-17,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-17,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-18,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-19,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-20,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-21,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-21,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-22,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-22,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-23,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-23,minor,BTS5900 5G
10615,User Plane Fault,2021-02-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-25,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-26,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-26,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-27,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-27,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-28,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-02-28,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-01,minor,BTS5900 5G
10615,User Plane Fault,2021-03-02,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-02,minor,BTS5900 5G
10615,User Plane Fault,2021-03-04,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-04,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-05,minor,BTS5900 5G
10615,User Plane Fault,2021-03-06,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-06,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-07,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-07,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-08,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-08,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-09,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-10,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-10,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-11,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-12,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-13,minor,BTS5900 5G
10615,User Plane Fault,2021-03-13,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-14,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-14,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-15,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-15,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-16,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-16,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-17,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-18,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-18,minor,BTS5900 5G
10615,User Plane Fault,2021-03-19,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-19,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-19,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-20,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-20,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-21,minor,BTS5900 5G
10615,User Plane Fault,2021-03-21,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-21,minor,BTS5900 5G
10615,User Plane Fault,2021-03-22,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-22,minor,BTS5900 5G
10615,User Plane Fault,2021-03-23,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-23,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-23,minor,BTS5900 5G
10615,User Plane Fault,2021-03-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-25,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-25,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-26,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-27,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-28,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-28,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-29,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-30,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-30,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-31,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-03-31,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-01,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-01,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-02,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-02,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-03,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-03,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-04,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-04,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-05,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-06,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-07,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-08,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-09,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-10,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-11,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-12,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-12,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-13,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-13,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-14,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-14,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-15,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-15,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-16,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-16,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-17,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-17,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-18,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-18,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-19,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-19,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-20,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-20,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-21,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-21,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-22,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-22,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-23,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-23,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-24,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-25,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-25,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-26,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-26,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-27,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-27,minor,BTS5900 5G
10615,BBU CPRI Interface Error,2021-04-28,minor,BTS5900 5G
10623,User Plane Fault,2019-12-21,minor,BTS5900 5G
10623,Board Powered Off,2019-12-21,minor,BTS5900 5G
10623,IKE Negotiation Failure,2019-12-21,minor,BTS5900 5G
10623,Board Clock Input Unavailable,2019-12-21,minor,BTS5900 5G
10623,Board Hardware Fault,2019-12-21,minor,BTS5900 5G
10623,BBU CPRI Optical Module or Electrical Port Not Ready,2019-12-21,minor,BTS5900 5G
10623,Board Temperature Unacceptable,2019-12-21,minor,BTS5900 5G
10623,BBU DC Output Out of Range,2019-12-21,minor,BTS5900 5G
